H_real_0,H_real_1,H_real_2,H_real_3,H_real_4,H_real_5,H_real_6,H_real_7,H_imag_0,H_imag_1,H_imag_2,H_imag_3,H_imag_4,H_imag_5,H_imag_6,H_imag_7,x_real_0,x_real_1,x_real_2,x_real_3,x_imag_0,x_imag_1,x_imag_2,x_imag_3,y_real_0,y_real_1,y_imag_0,y_imag_1
0.11268531348689348,-2.471844765155233,0.583913258311073,-1.5629066519952446,0.28107174851490735,-0.27760198811382947,-0.3108456948801807,0.7851643361279607,1.8856441523876624,1.1226241745156864,0.9001703893748741,2.41190308941817,1.956311722092097,-2.137457702565683,-1.0297866873060761,0.024281637119828038,0.1413030161133988,-1.3541084940287427,-1.7791809441330246,-1.5857349458753838,1.0330312798228665,0.4792041746296982,0.9159842199689838,0.9303874033864122,-1.0437481266450406,-0.14636771835328782,-5.740992718871431,4.514998772508925
-1.277141541881555,-0.4414041353010138,1.368576720328501,-0.8756064404448879,-2.217107109335747,-0.37121393151335197,0.6736913876205798,1.207633623981609,-0.07004557609817669,-1.228762386626454,0.029665816487503646,-0.12469504567580644,-0.5912993437831763,1.055919977016232,-1.37120843118441,1.6474991691738587,-0.5413498797723907,-0.7981320621718134,0.35576630278589555,0.02955591085238528,-1.8421010908927213,0.344815266933727,-0.7246717653010737,0.18649802800221407,1.7502689051888816,-1.6462144440611333,2.850980890656205,2.77727825106024
0.4748455781994797,-1.0303174531929336,1.164926724417077,0.19069541455093045,-1.1829965856894082,-1.9262064791245892,-0.8488834678353065,-2.156848421346965,-0.4175034692410547,-0.35323180641281154,1.2944566104564803,1.161155862307747,-0.1817943351720608,-1.7810181533125453,-0.8941999935958507,0.011721055738938441,-0.18769525590287225,0.20572961321329655,1.0634139761235242,-0.7015779584178049,-0.44161807027413863,0.014964710545081238,-0.046731896792346884,2.352121388640108,-1.243500752141106,0.7585161151982696,1.0295049034223671,-4.212402562573357
-0.3941590550786772,-1.5450928566088848,1.4103722316371219,-0.55683138048715,0.5712093642987338,-0.28515256468719924,-2.0792161503205953,3.6160328032392655,1.09916947541172,1.1264609385524698,-2.900512424667651,-1.0769630726764714,-1.4541048788372248,1.1835915561547108,-0.9824373379645798,0.09897123012167428,0.6947815057175402,0.9393848560295721,1.0770467147451277,-0.2220433093565729,-1.4467469148725445,-0.42524764853161123,0.3201381249993814,-0.6906202119913855,1.9930006044180952,-5.135521746357954,2.458961093462863,-3.437597803696325
1.4094561786210151,-1.874272066612203,-1.985760065421342,-0.5481837554507619,0.1515013794701892,-0.7737568285305013,2.538644071029669,0.8376265882504775,0.7830922984955813,-1.0685767175521648,1.033741880269811,-1.998625677214694,1.215998076661613,1.817248745900347,-1.1049905501514166,-0.5562934651405105,-0.01335059418933097,0.11997037929899637,-0.5286860884474593,0.34604254538844875,1.183919813025886,0.47367335499465946,-0.3148640735092906,0.14017371358214054,0.7802026737487369,-4.318857729706748,0.38173673351395737,0.30733252846401926
1.910873049500175,2.4859942587860284,0.8588455495755654,1.2446865806081955,-1.8676943202759708,-4.276535147888266,-1.8236631469175224,1.0759126648106774,-0.7146832016784721,-0.7166500548755451,1.5113736804700595,2.004853730217165,1.2289974390241787,1.4320952993195284,-1.8955535201924274,-0.7864802496738654,0.4545749813768912,-0.3186528977927394,0.5983871089618485,0.8730996751442848,0.030944286434660066,0.62464908622775,-1.0394948928402366,-0.44489566904372807,4.585394684309418,-5.361827787603687,2.5551253855022686,-3.747473277824242
-0.5261152147699976,-1.4927881976681543,-0.04840140076045204,1.9442099551818433,1.0256292286218498,0.6606823718697041,-1.729669988315537,1.346435494148164,-1.40479406921431,0.7766738970402041,-0.0927245535557134,-2.218724834738891,-1.595180942669789,-1.803981892998343,-1.8192924913845971,-1.0182384335914656,-0.7463040714013927,-0.09678163573394684,0.4562927586831269,-1.6131355882580145,1.0388352118145525,1.017480770495322,0.3691279128689984,-0.3287380201250444,-1.7224299377818768,0.3992615489394044,2.028832735644549,2.9547380370636427
2.3695955722324995,0.1970940310696996,0.153655046263908,-3.7119185835296946,-0.8894406742861061,0.06943337100515115,1.0761565464858476,0.05463227791350262,1.6350240923485284,0.07355084792342731,0.35656135046067783,-0.4341424468823631,-1.0941909096484241,-0.6148388986536514,0.6002490419065135,-0.0959486190712908,-1.3019567718663876,0.8687182596059805,0.6244694799066987,0.5022231654734494,1.097036609002084,-0.2358705001790483,0.012147500593568618,-0.08237428076108426,-4.60541521849414,3.7660367140156654,2.867953112546677,2.3446819237292784
0.9093983912976413,-1.4785111134794184,-0.05323641920510017,0.3040765250985795,-1.2412815856066866,-0.46024939094414696,-1.1681944635412542,1.2698843621999412,0.3150357197945288,-0.15792471582551726,0.20473327712523245,-1.492967584382069,-1.1732398378081679,-1.86939712273647,2.2157194770564392,0.8749870603810082,0.22402368773101292,1.4632563227800104,1.2141820457969639,-0.5094606119641061,0.02253510481753818,0.02526427347607276,-0.3878168244693754,-0.9448702936590938,-3.3769738879103737,-0.01748802967927987,1.5523734771239608,-1.2013508483302429
-3.6185514014512896,-1.9335949377488728,-0.32601170678161173,-0.9584018118574967,-0.1082668332413574,1.2472865186033713,-0.6930960663391125,0.9140891705720484,-1.1327903083983286,1.0908289964495812,1.0770478639039578,1.1497528345268877,-0.9150678164145077,-0.42775922257273913,0.009229431957978871,-2.8742094191124736,0.3205920032632722,0.7603252240582669,-0.9371496815972723,-0.8513636376214742,-1.6130870333967904,-0.7596253304605683,0.4106607862312477,1.578432050603582,-4.998784735109015,5.441810352454868,5.748771441655114,1.77053712431402
